Title,Abstract,Journal
Current Advances in Corneal Stromal Stem Cell Biology and Therapeutic Applications.,"Corneal stromal stem cells (CSSCs) are of particular interest in regenerative ophthalmology, offering a new therapeutic target for corneal injuries and diseases. This review provides a comprehensive examination of CSSCs, exploring their anatomy, functions, and role in maintaining corneal integrity. Molecular markers, wound healing mechanisms, and potential therapeutic applications are discussed. Global corneal blindness, especially in more resource-limited regions, underscores the need for innovative solutions. Challenges posed by corneal defects, emphasizing the urgent need for advanced therapeutic interventions, are discussed. The review places a spotlight on exosome therapy as a potential therapy. CSSC-derived exosomes exhibit significant potential for modulating inflammation, promoting tissue repair, and addressing corneal transparency. Additionally, the rejuvenation potential of CSSCs through epigenetic reprogramming adds to the evolving regenerative landscape. The imperative for clinical trials and human studies to seamlessly integrate these strategies into practice is emphasized. This points towards a future where CSSC-based therapies, particularly leveraging exosomes, play a central role in diversifying ophthalmic regenerative medicine.",Cells
Bound Together: How Psychoanalysis Diminishes Inter-generational DNA Trauma.,"The concept of intergenerational transmission of trauma plays a fundamental role in psychoanalysis. While it is known that intergenerational trauma can be transmitted through attachment relationships, a new branch of genetics (epigenetics) has emerged to study the interaction between human behavior and changes in DNA expression. Therefore, psychoanalysis, which has proven to reduce the intergenerational transmission of trauma from a behavioral perspective, can play a positive role in regulating DNA changes caused by environmental stress. The present paper focuses on recent research suggesting a direct correlation between psychological trauma and DNA modifications. In particular, DNA changes caused by psychological trauma can be transmitted from generation to generation, validating the psychoanalytic concept of intergenerational transmission of trauma. This evidence not only supports the essential role psychoanalysis has in influencing human behavior, but also suggests that it affects not only the individuals who undergo it but their offspring, as well, via the epigenetic passage of DNA.",American journal of psychoanalysis
The Molecular Biology of Susceptibility to Post-Traumatic Stress Disorder: Highlights of Epigenetics and Epigenomics.,"Exposure to trauma is one of the most important and prevalent risk factors for mental and physical ill-health. Excessive or prolonged stress exposure increases the risk of a wide variety of mental and physical symptoms. However, people differ strikingly in their susceptibility to develop signs and symptoms of mental illness after traumatic stress. Post-traumatic stress disorder (PTSD) is a debilitating disorder affecting approximately 8% of the world's population during their lifetime, and typically develops after exposure to a traumatic event. Despite that exposure to potentially traumatizing events occurs in a large proportion of the general population, about 80-90% of trauma-exposed individuals do not develop PTSD, suggesting an inter-individual difference in vulnerability to PTSD. While the biological mechanisms underlying this differential susceptibility are unknown, epigenetic changes have been proposed to underlie the relationship between exposure to traumatic stress and the susceptibility to develop PTSD. Epigenetic mechanisms refer to environmentally sensitive modifications to DNA and RNA molecules that regulate gene transcription without altering the genetic sequence itself. In this review, we provide an overview of various molecular biological, biochemical and physiological alterations in PTSD, focusing on changes at the genomic and epigenomic level. Finally, we will discuss how current knowledge may aid us in early detection and improved management of PTSD patients.",International journal of molecular sciences
Direct Gingival Fibroblast/Osteoblast Transdifferentiation via Epigenetics.,"Alveolar bone resorption caused by trauma or periodontal diseases has represented a challenge for both dental clinicians and researchers. In this study, we evaluate the osteogenic potential of human gingival fibroblasts (HGFs) through a direct transdifferentiation from HGFs to functional osteoblasts via epigenetic modification and osteogenic signaling with bone morphogenetic protein 2 (BMP2) in vitro and in vivo. HGF treatment with 5-aza-2'-deoxycytidine (5-aza-dC) induced demethylation in the hypermethylated CpG islands of the osteogenic lineage marker genes RUNX2 and ALP, and subsequent BMP2 treatment successfully drove the fibroblasts to the osteoblasts' lineage. Cell morphological changes viewed under microscopy and alkaline phosphatase (ALP) and alizarin red S (ARS) staining confirmed the osteoblastic change mediated by epigenetic modification as did real-time polymerase chain reaction (PCR), methylation-specific PCR (MSP), and chromatin immunoprecipitation (ChIP) assay, which demonstrated the altered methylation patterns in the RUNX2 and ALP promoter regions and their effect on gene expression. Furthermore, micro-computed tomography (CT) analysis of in vivo mouse cell transplantation experiments showed high-density signal in the epigenetically modified HGF group; in addition, a significant amount of bone formation was observed in the transplanted material using hematoxylin and eosin (H&E) staining as well. Collectively, our results indicate that epigenetic modification permits the direct programming of HGFs into functional osteoblasts, suggesting that this approach might open a novel therapeutic avenue in alveolar bone regeneration.",Journal of dental research
NIK as a Druggable Mediator of Tissue Injury.,"NF-κB-inducing kinase (NIK, MAP3K14) is best known as the apical kinase that triggers non-canonical NF-κB activation and by its role in the immune system. Recent data indicate a role for NIK expressed by non-lymphoid cells in cancer, kidney disease, liver injury, glucose homeostasis, osteosarcopenia, vascular calcification, hematopoiesis, and endothelial function. The spectrum of NIK-associated disease now ranges from immunodeficiency (when NIK is defective) to autoimmunity, cancer, sterile inflammation, fibrosis, and metabolic disease when NIK is overactive. The development of novel small-molecule NIK inhibitors has paved the way to test NIK targeting to treat disease in vivo, and may eventually lead to NIK targeting in the clinic. In addition, NIK activators are being explored for specific conditions such as myeloid leukemia.",Trends in molecular medicine
Regeneration of Zebrafish CNS: Adult Neurogenesis.,"Regeneration in the animal kingdom is one of the most fascinating problems that have allowed scientists to address many issues of fundamental importance in basic biology. However, we came to know that the regenerative capability may vary across different species. Among vertebrates, fish and amphibians are capable of regenerating a variety of complex organs through epimorphosis. Zebrafish is an excellent animal model, which can repair several organs like damaged retina, severed spinal cord, injured brain and heart, and amputated fins. The focus of the present paper is on spinal cord regeneration in adult zebrafish. We intend to discuss our current understanding of the cellular and molecular mechanism(s) that allows formation of proliferating progenitors and controls neurogenesis, which involve changes in epigenetic and transcription programs. Unlike mammals, zebrafish retains radial glia, a nonneuronal cell type in their adult central nervous system. Injury induced proliferation involves radial glia which proliferate, transcribe embryonic genes, and can give rise to new neurons. Recent technological development of exquisite molecular tools in zebrafish, such as cell ablation, lineage analysis, and novel and substantial microarray, together with advancement in stem cell biology, allowed us to investigate how progenitor cells contribute to the generation of appropriate structures and various underlying mechanisms like reprogramming.",Neural plasticity
Predicting Radiation-Induced Lung Injury in Patients With Lung Cancer: Challenges and Opportunities.,"Radiation-induced lung injury (RILI) is one of the main dose-limiting toxicities in radiation therapy (RT) for lung cancer. Approximately 10% to 20% of patients show signs of RILI of variable severity. The reason for the wide range of RILI severity and the mechanisms underlying its development are only partially understood. A number of clinical risk factors have been identified that can aid in clinical decision making. Technological advancements in RT and the use of strict organ-at-risk dose constraints have helped to reduce RILI. Predicting patients at risk for RILI may be further improved with a combination of cytokine assessments, γH2AX-assays in leukocytes, or epigenetic markers. A complicating factor is the lack of an objective definition of RILI. Tools such as computed tomography densitometry, fluorodeoxyglucose-positron emission tomography uptake, changes in lung function measurements, and exhaled breath analysis can be implemented to better define and quantify RILI. This can aid in the search for new biomarkers, which can be accelerated by omics techniques, single-cell RNA sequencing, mass cytometry, and advances in patient-specific in vitro cell culture models. An objective quantification of RILI combined with these novel techniques can aid in the development of biomarkers to better predict patients at risk and allow personalized treatment decisions.","International journal of radiation oncology, biology, physics"
Experiences of Trauma and DNA Methylation Profiles among African American Mothers and Children.,"Potentially traumatic experiences have been associated with chronic diseases. Epigenetic mechanisms, including DNA methylation (DNAm), have been proposed as an explanation for this association. We examined the association of experiences of trauma with epigenome-wide DNAm among African American mothers (<i>n</i> = 236) and their children aged 3-5 years (<i>n</i> = 232; N = 500), using the Life Events Checklist-5 (LEC) and Traumatic Events Screening Inventory-Parent Report Revised (TESI-PRR). We identified no DNAm sites significantly associated with potentially traumatic experience scores in mothers. One CpG site on the <i>ENOX1</i> gene was methylome-wide-significant in children (FDR-corrected q-value = 0.05) from the TESI-PRR. This protein-coding gene is associated with mental illness, including unipolar depression, bipolar, and schizophrenia. Future research should further examine the associations between childhood trauma, DNAm, and health outcomes among this understudied and high-risk group. Findings from such longitudinal research may inform clinical and translational approaches to prevent adverse health outcomes associated with epigenetic changes.",International journal of molecular sciences
The Role of DNA Methylation in Stroke Recovery.,"Epigenetic alterations affect the onset of ischemic stroke, brain injury after stroke, and mechanisms of poststroke recovery. In particular, DNA methylation can be dynamically altered by maintaining normal brain function or inducing abnormal brain damage. DNA methylation is regulated by DNA methyltransferase (DNMT), which promotes methylation, DNA demethylase, which removes methyl groups, and methyl-cytosine-phosphate-guanine-binding domain (MBD) protein, which binds methylated DNA and inhibits gene expression. Investigating the effects of modulating DNMT, TET, and MBD protein expression on neuronal cell death and neurorepair in ischemic stroke and elucidating the underlying mechanisms can facilitate the formulation of therapeutic strategies for neuroprotection and promotion of neuronal recovery after stroke. In this review, we summarize the role of DNA methylation in neuroprotection and neuronal recovery after stroke according to the current knowledge regarding the effects of DNA methylation on excitotoxicity, oxidative stress, apoptosis, neuroinflammation, and recovery after ischemic stroke. This review of the literature regarding the role of DNA methylation in neuroprotection and functional recovery after stroke may contribute to the development and application of novel therapeutic strategies for stroke.",International journal of molecular sciences
RDoC and translational perspectives on the genetics of trauma-related psychiatric disorders.,"Individuals with a history of child abuse are at high risk for depression, anxiety disorders, aggressive behavior, and substance use problems. The goal of this paper is to review studies of the genetics of these stress-related psychiatric disorders. An informative subset of studies that examined candidate gene by environment (GxE) predictors of these psychiatric problems in individuals maltreated as children is reviewed, together with extant genome wide association studies (GWAS). Emerging findings on epigenetic changes associated with adverse early experiences are also reviewed. Meta-analytic support and replicated findings are evident for several genetic risk factors; however, extant research suggests the effects are pleiotropic. Genetic factors are not associated with distinct psychiatric disorders, but rather diverse clinical phenotypes. Research also suggests adverse early life experiences are associated with changes in gene expression of multiple known candidate genes, genes involved in DNA transcription and translation, and genes necessary for brain circuitry development, with changes in gene expression reported in key brain structures implicated in the pathophysiology of psychiatric and substance use disorders. The finding of pleiotropy highlights the value of using the Research Domain Criteria (RDoC) framework in future studies of the genetics of stress-related psychiatric disorders, and not trying simply to link genes to multifaceted clinical syndromes, but to more limited phenotypes that map onto distinct neural circuits. Emerging work in the field of epigenetics also suggests that translational studies that integrate numerous unbiased genome-wide approaches will help to further unravel the genetics of stress-related psychiatric disorders.","American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics"
Altered mitochondrial epigenetics associated with subchronic doxorubicin cardiotoxicity.,"Doxorubicin (DOX), a potent and broad-spectrum antineoplastic agent, causes an irreversible, cumulative and dose-dependent cardiomyopathy that ultimately leads to congestive heart failure. The mechanisms responsible for DOX cardiotoxicity remain poorly understood, but seem to involve mitochondrial dysfunction on several levels. Epigenetics may explain a portion of this effect. Since mitochondrial dysfunction may affect the epigenetic landscape, we hypothesize that this cardiac toxicity may result from epigenetic changes related to disruption of mitochondrial function. To test this hypothesis, eight-week-old male Wistar rats (n=6/group) were administered 7 weekly injections with DOX (2mgkg<sup>-1</sup>) or saline, and sacrificed two weeks after the last injection. We assessed gene expression patterns by qPCR, global DNA methylation by ELISA, and proteome lysine acetylation status by Western blot in cardiac tissue from saline and DOX-treated rats. We show for the first time that DOX treatment decreases global DNA methylation in heart but not in liver. These differences were accompanied by alterations in mRNA expression of multiple functional gene groups. DOX disrupted cardiac mitochondrial biogenesis, as demonstrated by decreased mtDNA levels and altered transcript levels for multiple mitochondrial genes encoded by both nuclear and mitochondrial genomes. Transcription of genes involved in lipid metabolism and epigenetic modulation were also affected. Western blotting analyses indicated a differential protein acetylation pattern in cardiac mitochondrial fractions of DOX-treated rats compared to controls. Additionally, DOX treatment increased the activity of histone deacetylases. These results suggest an interplay between mitochondrial dysfunction and epigenetic alterations, which may be a primary determinant of DOX-induced cardiotoxicity.",Toxicology
Emerging molecular therapeutic targets for spinal cord injury.,"<b>Introduction</b>: Spinal cord injury (SCI) is a complicated and devastating neurological disorder. Patients with SCI usually have dramatically reduced quality of life. In recent years, numerous studies have reported advances in understanding the pathophysiology of SCI and developing preclinical therapeutic strategies for SCI, including various molecular therapies, and yet there is still no cure. <b>Areas covered</b>: After SCI, tissue damage, responses and repair involve interactions among many cellular components, including neurons, axons, glia, leukocytes, and other cells. Accordingly, numerous cellular genes and molecules have become therapeutic targets for neural tissue repair, circuit reconstruction, and behavioral restoration. Here, we review the major recent advances in biological and molecular strategies to enhance neuroprotection, axon regeneration, remyelination, neuroplasticity and functional recovery in preclinical studies of SCI. <b>Expert opinion</b>: Researchers have made tremendous progress in identifying individual and combined molecular therapies in animal studies. It is very important to identify additional highly effective treatments for early neuroprotective intervention and for functionally meaningful axon regeneration and neuronal reconnections. Because multiple mechanisms contribute to the functional loss after SCI, combining the most promising approaches that target different pathophysiological and molecular mechanisms should exhibit synergistic actions for maximal functional restoration. [Databases searched: PubMed; inclusive dates: 6/27/2019].",Expert opinion on therapeutic targets
"Transcriptomic, Epigenomic, and Neuroanatomic Signatures Differ in Chronic Prurigo, Atopic Dermatitis, and Brachioradial Pruritus.","Scratching and scratch-induced injuries, including neuroanatomical alterations, are key characteristics of chronic pruritus entities of different origins. The aim of this study was to link gene expression (array hybridization, qPCR) with DNA methylation (array hybridization) and neuroanatomy (PGP9.5 staining) in chronic nodular prurigo (CNPG), atopic dermatitis (AD), brachioradial pruritus (BRP), and matched healthy controls. Specific signatures of gene expression and DNA methylation clearly discriminated pruritic lesional skin from nonpruritic skin in CNPG and from healthy skin of volunteers, respectively. Although intraepidermal nerve fiber density was indiscriminately reduced, the level of epidermal branching, assessed by a semiquantitative pattern analysis, differentiated the entities (CNPG > BRP > AD). Correspondingly, repellent SEMA3A showed the highest expression in AD, whereas axonal growth-promoting nerve GF was most prominent in CNPG and BRP. Overexpression of genes for nerve fiber regeneration (NELL2/NFKB/ARTN) was found in AD and CNPG but not in BRP. Our findings suggest that differential branching patterns rather than mere innervation density separate chronic itch conditions and reflect disease-specific local expression profiles. In pruritic dermatoses (AD and CNPG), nerve injury and subsequent sprouting may primarily result from chronic scratching, whereas genuine neuropathy is expected to underlie BRP.",The Journal of investigative dermatology
Exosomes as a new pain biomarker opportunity.,"Exosomes are extracellular microvesicles implicated in intercellular communication with ability to transfer cargo molecules, including protein, lipids, and nucleic acids, at both close and distant target sites. It has been shown that exosomes are implicated in physiological and pathological processes. In recent years, the interest on exosomes' role in many pain states has increased. Their involvements in pain processes have been demonstrated by studies on different chronic pain diseases, both inflammatory and neuropathic, such as osteoarthritis, rheumatoid arthritis, inflammatory bowel diseases, neurodegenerative pathologies, complex regional pain syndrome, and peripheral nerve injury. Animal and clinical studies investigated exosomes-based treatments, showing their ability to improve painful symptoms with fewer side effects, with potential immunoprotective and anti-inflammatory effect. Specific molecular patterns characterize exosomes' cargo according to the cellular origin, epigenetic modifications, environmental state, and stressor factors. Therefore, the identification of specific cargo's profile associated to pain states may lead to recognize specific pathological states and to consider the use of exosomes as biomarkers of diseases. Furthermore, exosomes' ability to transfer information and their presence in many accessible biological fluids suggest a potential use as novel non-invasive therapeutic tools in pain field.",Molecular pain
Transgenerational Inheritance and Systemic Racism in America.,"It is well established that personal experiences of trauma, adversity, and discrimination can ""get under the skin"" and increase risk for a whole host of negative mental and physical health outcomes. The aim of this article is to review emerging research on transgenerational epigenetic inheritance which suggests that negative exposures in one generation, can also be passed down to affect the health and well-being of future generations.",Psychiatric research and clinical practice
"A Synthetic Steroid 5α-Androst-3β, 5, 6β-triol Alleviates Radiation-Induced Brain Injury in Mice via Inhibiting GBP5/NF-κB/NLRP3 Signal Axis.","Radiotherapy for head and neck tumors can lead to a severe complication known as radiation-induced brain injury (RIBI). However, the underlying mechanism of RIBI development remains unclear, and limited prevention and treatment options are available. Neuroactive steroids have shown potential in treating neurological disorders. 5α-Androst-3β, 5, 6β-triol (TRIOL), a synthetic neuroprotective steroid, holds promise as a treatment candidate for RIBI patients. However, the neuroprotective effects and underlying mechanism of TRIOL on RIBI treatment are yet to be elucidated. In the present study, our findings demonstrate TRIOL's potential as a neuroprotective agent against RIBI. In gamma knife irradiation mouse model, TRIOL treatment significantly reduced brain necrosis volume, microglial activation, and neuronal loss. RNA-sequencing, immunofluorescence, real-time quantitative polymerase chain reaction, siRNA transfection, and western blotting techniques revealed that TRIOL effectively decreased microglial activation, proinflammatory cytokine release, neuron loss, and guanylate-binding protein 5 (GBP5) expression, along with its downstream signaling pathways NF-κB and NLRP3 activation in vitro. In summary, TRIOL effectively alleviate RIBI by inhibiting the GBP5/NF-κB/NLRP3 signal axis, reducing microglia activation and pro-inflammation cytokines release, rescuing neuron loss. This study highlights the potential of TRIOL as a novel and promising therapy drug for RIBI treatment.",Molecular neurobiology
Targets for protection and mitigation of radiation injury.,"Protection of normal tissues against toxic effects of ionizing radiation is a critical issue in clinical and environmental radiobiology. Investigations in recent decades have suggested potential targets that are involved in the protection against radiation-induced damages to normal tissues and can be proposed for mitigation of radiation injury. Emerging evidences have been shown to be in contrast to an old dogma in radiation biology; a major amount of reactive oxygen species (ROS) production and cell toxicity occur during some hours to years after exposure to ionizing radiation. This can be attributed to upregulation of inflammatory and fibrosis mediators, epigenetic changes and disruption of the normal metabolism of oxygen. In the current review, we explain the cellular and molecular changes following exposure of normal tissues to ionizing radiation. Furthermore, we review potential targets that can be proposed for protection and mitigation of radiation toxicity.",Cellular and molecular life sciences : CMLS
Epigenetic responses to heat: From adaptation to maladaptation.,"What is the topic of this review? This review outlines the history of research on epigenetic adaptations to heat exposure. The perspective taken is that adaptations reflect properties of hormesis, whereby low, repeated doses of heat induce adaptation (acclimation/acclimatization); whereas brief, life-threatening exposures can induce maladaptive responses. What advances does it highlight? The epigenetic mechanisms underlying acclimation/acclimatization comprise specific molecular programmes on histones that regulate heat shock proteins transcriptionally and protect the organism from subsequent heat exposures, even after long delays. The epigenetic signalling underlying maladaptive responses might rely, in part, on extensive changes in DNA methylation that are sustained over time and might contribute to later health challenges.",Experimental physiology
Traumatic stress and human DNA methylation: a critical review.,"Animal studies have identified persistent and functional effects of traumatic stress on the epigenome. This review discusses the clinical evidence for trauma-induced changes in DNA methylation across the life span in humans. Studies are reviewed based on reports of trauma exposure during the prenatal period (13 studies), early life (20 studies), and adulthood (ten studies). Even though it is apparent that traumatic stress influences the human epigenome, there are significant drawbacks in the existing human literature. These include a lack of longitudinal studies, methodological heterogeneity, selection of tissue type, and the influence of developmental stage and trauma type on methylation outcomes. These issues are discussed in order to present a way in which future studies can gain more insight into the functional relevance of trauma-related DNA methylation changes. Epigenetic studies investigating the detrimental effects of traumatic stress have great potential for an improved detection and treatment of trauma-related psychiatric disorders.",Epigenomics
[Psychological trauma as risk for delayed psychiatric disorders: epigenetic mechanisms].,"Psychological trauma is considered to be a risk factor for the development of a number of psychiatric disorders. Although 40-90% of the population is exposed to a traumatic event in their lifetime, only a small fraction of individuals will develop a disorder. In recent years, numerous studies described epigenetic changes, such as DNA methylation, histone modifications and non-coding RNA as potential biological mechanisms by which the environment can have long-term effects on an organism.",Der Nervenarzt
Current updates in precision and personalized medicine in sepsis and trauma.,"Precision and personalized medicine remain an elusive but illustrious goal in the realm of critical care, particularly in the areas of trauma and sepsis. These aims specifically refer to data gathering, interpretation, and treatment application on an individualized basis in the clinical care of patients. Until now, personalized medicine has mainly remained focused on genetics and epigenetic phenomena and has propelled clinical care forward, especially in the field of oncology. Advances in technology and methodology continue to proliferate in early-phase research, and some of these advancements are well poised to break into the clinical sphere of critical care. Here, we describe 2 topics at the forefront of investigation with potent and imminent potential for clinical application.",Surgery
Epigenetic Regulation of Axon Regeneration after Neural Injury.,"When peripheral axons are damaged, neuronal injury signaling pathways induce transcriptional changes that support axon regeneration and consequent functional recovery. The recent development of bioinformatics techniques has allowed for the identification of many of the regeneration-associated genes that are regulated by neural injury, yet it remains unclear how global changes in transcriptome are coordinated. In this article, we review recent studies on the epigenetic mechanisms orchestrating changes in gene expression in response to nerve injury. We highlight the importance of epigenetic mechanisms in discriminating efficient axon regeneration in the peripheral nervous system and very limited axon regrowth in the central nervous system and discuss the therapeutic potential of targeting epigenetic regulators to improve neural recovery.",Molecules and cells
"You Are What Your Mother Endured: Intergenerational Epigenetics, Early Caregiving, and the Temporal Embedding of Adversity.","Environmental epigenetics has become a site of growing attention related to the intergenerational effects of stress, trauma, and adversity. This article draws on a multi-sited ethnography of epigenetic knowledge production in the United States and Canada to document how scientists conceptualize, model, and measure these experiences and their effects on children's neurodevelopmental and behavioral health. We find that scientists' efforts to identify the molecular effects of stress, trauma, and adversity results in a temporal focus on the mother-child dyad during early life. This has the effect of biologizing early childhood adversity, positioning it as a consequence of caregiving, and producing epigenetic findings that often align with individually oriented interventions rather than social and structural change. Our analysis suggests that epigenetic models of stress, trauma, and adversity therefore situate histories of oppression, inequality, and subjugation in discrete and gendered family relations, resulting in the temporal embedding of adversity during early life.",Medical anthropology quarterly
[DNA methylation in experimental ischemic brain injury].,"The enrichment of angioneurology with fundamental advances leads to the understanding of new important facets in the pathogenesis of cerebral ischemia. The knowledge of epigenetic mechanisms in the development of stroke, in particular, DNA methylation, which makes a significant contribution to the development and formation of cerebral damage, is becoming more and more relevant. This review reflects an analysis of animal studies proving the relationship of DNA methylation with cerebral ischemia. As a result of the search work, 282 articles from the PubMed database were selected for keywords that corresponded to this topic. Of these publications, 8 studies were devoted to genome-wide DNA methylation, and 6 published the results of DNA methylation of candidate genes in experimental cerebral ischemia. The results have demonstrated that brain DNA methylation in animals is associated with the development of ischemic stroke and may play a role in several pathogenetic mechanisms. In two studies, a decrease in the level of DNA methylation in 2 genes in ischemic brain tissues of laboratory animals was found, at the same time, in four studies, 8 genes, in which methylation increased after ischemic stroke, were reported. These data suggest that the assessment of the level of DNA methylation in stroke is a promising biomarker for the search and improvement of pharmacological and non-pharmacological methods for limiting brain damage in ischemic and reperfusion injury at the stages of preclinical and clinical studies.",Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova
Disordered APP metabolism and neurovasculature in trauma and aging: Combined risks for chronic neurodegenerative disorders.,"Traumatic brain injury (TBI), advanced age, and cerebral vascular disease are factors conferring increased risk for late onset Alzheimer's disease (AD). These conditions are also related pathologically through multiple interacting mechanisms. The hallmark pathology of AD consists of pathological aggregates of amyloid-β (Aβ) peptides and tau proteins. These molecules are also involved in neuropathology of several other chronic neurodegenerative diseases, and are under intense investigation in the aftermath of TBI as potential contributors to the risk for developing AD and chronic traumatic encephalopathy (CTE). The pathology of TBI is complex and dependent on injury severity, age-at-injury, and length of time between injury and neuropathological evaluation. In addition, the mechanisms influencing pathology and recovery after TBI likely involve genetic/epigenetic factors as well as additional disorders or comorbid states related to age and central and peripheral vascular health. In this regard, dysfunction of the aging neurovascular system could be an important link between TBI and chronic neurodegenerative diseases, either as a precipitating event or related to accumulation of AD-like pathology which is amplified in the context of aging. Thus with advanced age and vascular dysfunction, TBI can trigger self-propagating cycles of neuronal injury, pathological protein aggregation, and synaptic loss resulting in chronic neurodegenerative disease. In this review we discuss evidence supporting TBI and aging as dual, interacting risk factors for AD, and the role of Aβ and cerebral vascular dysfunction in this relationship. Evidence is discussed that Aβ is involved in cyto- and synapto-toxicity after severe TBI, and that its chronic effects are potentiated by aging and impaired cerebral vascular function. From a therapeutic perspective, we emphasize that in the fields of TBI- and aging-related neurodegeneration protective strategies should include preservation of neurovascular function.",Ageing research reviews
Photocarcinogenesis: an overview.,"Photocarcinogenesis represents the sum of a complex of simultaneous and sequential biochemical events that ultimately lead to the occurrence of skin cancer. These events, initiated by UV radiation of appropriate wavelength, include the formation of DNA photoproducts: DNA repair; mutation of proto-oncogenes and tumor suppressor genes; UV-production of radical species with subsequent effects on mutation and extra-nuclear function; and other epigenetic events that influence the course of carcinogenesis. The epigenetic influences may include immunological responses, antioxidant defenses, and dietary factors. This review represents an effort to provide current research results in the aforementioned areas and an attempt to meld these events into a comprehensive overview of photocarcinogenesis. If effective prevention and intervention strategies for skin cancer are to developed, a more thorough understanding of the disease process is imperative.","Journal of photochemistry and photobiology. B, Biology"
Amifostine-Loaded Nanocarrier Traverses the Blood-Brain Barrier and Prevents Radiation-Induced Brain Injury.,"Radiation-induced brain injury (RIBI) is a severe, irreversible, or even life-threatening cerebral complication of radiotherapy in patients with head and neck tumors, and there is no satisfying prevention and effective treatment available for these patients. Amifostine (AMF) is a well-known free radical scavenger with demonstrated effectiveness in preventing radiation-induced toxicity. However, the limited permeability of AMF across the blood-brain barrier (BBB) when administered intravenously reduces the effectiveness of AMF in preventing RIBI. Herein, we construct a nanoparticle (NP) platform for BBB delivery of AMF. AMF is conjugated with 1,2-dioleoyl-<i>sn</i>-glycero-3-phosphoethanolamine-<i>n</i>-[poly(ethylene glycol)]-hydroxy succinamide [DSPE-PEG-NHS, PEG M 2000], and the product is DSPE-PEG-AMF. Then, the nanoparticles (DAPP NPs) were formed by self-assembly of poly(lactic-<i>co</i>-glycolic acid) (PLGA), DSPE-PEG-AMF, and polysorbate 80 (PS 80). PEG shields the nanoparticles from blood clearance by the reticuloendothelial system and lengthens the drug circulation time. PS 80 is used to encapsulate nanoparticles for medication delivery to the brain. The results of our study showed that DAPP NPs were able to effectively penetrate the blood-brain barrier (BBB) in healthy C57BL/6 mice. Furthermore, in a well-established mouse model of X-knife-induced brain injury, treatment with DAPP NPs (corresponding to 250 mg/kg AMF) was found to significantly reduce the volume of brain necrosis compared to mice treated with AMF (250 mg/kg). Importantly, the use of DAPP NPs was also shown to significantly mitigate the effects of radiation-induced neuronal damage and glial activation. This work presents a convenient brain-targeted AMF delivery system to achieve effective radioprotection for the brain, providing a promising strategy with tremendous clinical translation potential.",ACS applied materials & interfaces
Epigenetic mechanisms of neurodegenerative diseases and acute brain injury.,"Epigenetic modifications are emerging as major players in the pathogenesis of neurodegenerative disorders and susceptibility to acute brain injury. DNA and histone modifications act together with non-coding RNAs to form a complex gene expression machinery that adapts the brain to environmental stressors and injury response. These modifications influence cell-level operations like neurogenesis and DNA repair to large, intricate processes such as brain patterning, memory formation, motor function and cognition. Thus, epigenetic imbalance has been shown to influence the progression of many neurological disorders independent of aberrations in the genetic code. This review aims to highlight ways in which epigenetics applies to several commonly researched neurodegenerative diseases and forms of acute brain injury as well as shed light on the benefits of epigenetics-based treatments.",Neurochemistry international
Adenosine kinase: An epigenetic modulator in development and disease.,"Adenosine kinase (ADK) is the key regulator of adenosine and catalyzes the metabolism of adenosine to 5'-adenosine monophosphate. The enzyme exists in two isoforms: a long isoform (ADK-long, ADK-L) and a short isoform (ADK-short, ADK-S). The two isoforms are developmentally regulated and are differentially expressed in distinct subcellular compartments with ADK-L localized in the nucleus and ADK-S localized in the cytoplasm. The nuclear localization of ADK-L and its biochemical link to the transmethylation pathway suggest a specific role for gene regulation via epigenetic mechanisms. Recent evidence reveals an adenosine receptor-independent role of ADK in determining the global methylation status of DNA and thereby contributing to epigenomic regulation. Here we summarize recent progress in understanding the biochemical interactions between adenosine metabolism by ADK-L and epigenetic modifications linked to transmethylation reactions. This review will provide a comprehensive overview of ADK-associated changes in DNA methylation in developmental, as well as in pathological conditions including brain injury, epilepsy, vascular diseases, cancer, and diabetes. Challenges in investigating the epigenetic role of ADK for therapeutic gains are briefly discussed.",Neurochemistry international
Chronic neurodegenerative consequences of traumatic brain injury.,"Traumatic brain injury (TBI) is a serious public health concern and a major cause of death and disability worldwide. Each year, an estimated 1.7 million Americans sustain TBI of which ~52,000 people die, ~275,000 people are hospitalized and 1,365,000 people are treated as emergency outpatients. Currently there are ~5.3 million Americans living with TBI. TBI is more of a disease process than of an event that is associated with immediate and long-term sensomotor, psychological and cognitive impairments. TBI is the best known established epigenetic risk factor for later development of neurodegenerative diseases and dementia. People sustaining TBI are ~4 times more likely to develop dementia at a later stage than people without TBI. Single brain injury is linked to later development of symptoms resembling Alzheimer's disease while repetitive brain injuries are linked to later development of chronic traumatic encephalopathy (CTE) and/or Dementia Pugilistica (DP). Furthermore, genetic background of ß-amyloid precursor protein (APP), Apolipoprotein E (ApoE), presenilin (PS) and neprilysin (NEP) genes is associated with exacerbation of neurodegenerative process after TBI. This review encompasses acute effects and chronic neurodegenerative consequences after TBI.",Restorative neurology and neuroscience
