Title,Abstract,Journal,Processed_Abstract
"Transcriptomic, Epigenomic, and Neuroanatomic Signatures Differ in Chronic Prurigo, Atopic Dermatitis, and Brachioradial Pruritus.","Scratching and scratch-induced injuries, including neuroanatomical alterations, are key characteristics of chronic pruritus entities of different origins. The aim of this study was to link gene expression (array hybridization, qPCR) with DNA methylation (array hybridization) and neuroanatomy (PGP9.5 staining) in chronic nodular prurigo (CNPG), atopic dermatitis (AD), brachioradial pruritus (BRP), and matched healthy controls. Specific signatures of gene expression and DNA methylation clearly discriminated pruritic lesional skin from nonpruritic skin in CNPG and from healthy skin of volunteers, respectively. Although intraepidermal nerve fiber density was indiscriminately reduced, the level of epidermal branching, assessed by a semiquantitative pattern analysis, differentiated the entities (CNPG > BRP > AD). Correspondingly, repellent SEMA3A showed the highest expression in AD, whereas axonal growth-promoting nerve GF was most prominent in CNPG and BRP. Overexpression of genes for nerve fiber regeneration (NELL2/NFKB/ARTN) was found in AD and CNPG but not in BRP. Our findings suggest that differential branching patterns rather than mere innervation density separate chronic itch conditions and reflect disease-specific local expression profiles. In pruritic dermatoses (AD and CNPG), nerve injury and subsequent sprouting may primarily result from chronic scratching, whereas genuine neuropathy is expected to underlie BRP.",The Journal of investigative dermatology,"['scratch', 'scratch', 'induce', 'injury', 'include', 'neuroanatomical', 'alteration', 'key', 'characteristic', 'chronic', 'pruritus', 'entity', 'different', 'origin', 'aim', 'study', 'link', 'gene', 'expression', 'array', 'hybridization', 'qpcr', 'dna', 'methylation', 'array', 'hybridization', 'neuroanatomy', 'pgp9', '5', 'staining', 'chronic', 'nodular', 'prurigo', 'cnpg', 'atopic', 'dermatitis', 'ad', 'brachioradial', 'pruritus', 'brp', 'match', 'healthy', 'control', 'specific', 'signature', 'gene', 'expression', 'dna', 'methylation', 'clearly', 'discriminate', 'pruritic', 'lesional', 'skin', 'nonpruritic', 'skin', 'cnpg', 'healthy', 'skin', 'volunteer', 'respectively', 'although', 'intraepidermal', 'nerve', 'fiber', 'density', 'indiscriminately', 'reduce', 'level', 'epidermal', 'branching', 'assess', 'semiquantitative', 'pattern', 'analysis', 'differentiate', 'entity', 'cnpg', 'brp', 'ad', 'correspondingly', 'repellent', 'sema3a', 'show', 'high', 'expression', 'ad', 'whereas', 'axonal', 'growth', 'promote', 'nerve', 'gf', 'prominent', 'cnpg', 'brp', 'overexpression', 'gene', 'nerve', 'fiber', 'regeneration', 'nell2', 'nfkb', 'artn', 'find', 'ad', 'cnpg', 'brp', 'finding', 'suggest', 'differential', 'branching', 'pattern', 'rather', 'mere', 'innervation', 'density', 'separate', 'chronic', 'itch', 'condition', 'reflect', 'disease', 'specific', 'local', 'expression', 'profile', 'pruritic', 'dermatose', 'ad', 'cnpg', 'nerve', 'injury', 'subsequent', 'sprouting', 'may', 'primarily', 'result', 'chronic', 'scratching', 'whereas', 'genuine', 'neuropathy', 'expect', 'underlie', 'brp']"
Exosomes as a new pain biomarker opportunity.,"Exosomes are extracellular microvesicles implicated in intercellular communication with ability to transfer cargo molecules, including protein, lipids, and nucleic acids, at both close and distant target sites. It has been shown that exosomes are implicated in physiological and pathological processes. In recent years, the interest on exosomes' role in many pain states has increased. Their involvements in pain processes have been demonstrated by studies on different chronic pain diseases, both inflammatory and neuropathic, such as osteoarthritis, rheumatoid arthritis, inflammatory bowel diseases, neurodegenerative pathologies, complex regional pain syndrome, and peripheral nerve injury. Animal and clinical studies investigated exosomes-based treatments, showing their ability to improve painful symptoms with fewer side effects, with potential immunoprotective and anti-inflammatory effect. Specific molecular patterns characterize exosomes' cargo according to the cellular origin, epigenetic modifications, environmental state, and stressor factors. Therefore, the identification of specific cargo's profile associated to pain states may lead to recognize specific pathological states and to consider the use of exosomes as biomarkers of diseases. Furthermore, exosomes' ability to transfer information and their presence in many accessible biological fluids suggest a potential use as novel non-invasive therapeutic tools in pain field.",Molecular pain,"['exosome', 'extracellular', 'microvesicle', 'implicate', 'intercellular', 'communication', 'ability', 'transfer', 'cargo', 'molecule', 'include', 'protein', 'lipid', 'nucleic', 'acid', 'close', 'distant', 'target', 'site', 'show', 'exosome', 'implicate', 'physiological', 'pathological', 'process', 'recent', 'year', 'interest', 'exosome', 'role', 'many', 'pain', 'state', 'increase', 'involvement', 'pain', 'process', 'demonstrate', 'study', 'different', 'chronic', 'pain', 'disease', 'inflammatory', 'neuropathic', 'osteoarthritis', 'rheumatoid', 'arthritis', 'inflammatory', 'bowel', 'disease', 'neurodegenerative', 'pathology', 'complex', 'regional', 'pain', 'syndrome', 'peripheral', 'nerve', 'injury', 'animal', 'clinical', 'study', 'investigate', 'exosome', 'base', 'treatment', 'show', 'ability', 'improve', 'painful', 'symptom', 'few', 'side', 'effect', 'potential', 'immunoprotective', 'anti', 'inflammatory', 'effect', 'specific', 'molecular', 'pattern', 'characterize', 'exosome', 'cargo', 'accord', 'cellular', 'origin', 'epigenetic', 'modification', 'environmental', 'state', 'stressor', 'factor', 'therefore', 'identification', 'specific', 'cargo', 'profile', 'associate', 'pain', 'state', 'may', 'lead', 'recognize', 'specific', 'pathological', 'state', 'consider', 'use', 'exosome', 'biomarker', 'disease', 'furthermore', 'exosome', 'ability', 'transfer', 'information', 'presence', 'many', 'accessible', 'biological', 'fluid', 'suggest', 'potential', 'use', 'novel', 'non', 'invasive', 'therapeutic', 'tool', 'pain', 'field']"
Transgenerational Inheritance and Systemic Racism in America.,"It is well established that personal experiences of trauma, adversity, and discrimination can ""get under the skin"" and increase risk for a whole host of negative mental and physical health outcomes. The aim of this article is to review emerging research on transgenerational epigenetic inheritance which suggests that negative exposures in one generation, can also be passed down to affect the health and well-being of future generations.",Psychiatric research and clinical practice,"['well', 'establish', 'personal', 'experience', 'trauma', 'adversity', 'discrimination', 'get', 'skin', 'increase', 'risk', 'whole', 'host', 'negative', 'mental', 'physical', 'health', 'outcome', 'aim', 'article', 'review', 'emerge', 'research', 'transgenerational', 'epigenetic', 'inheritance', 'suggest', 'negative', 'exposure', 'one', 'generation', 'also', 'pass', 'affect', 'health', 'well', 'future', 'generation']"
"A Synthetic Steroid 5α-Androst-3β, 5, 6β-triol Alleviates Radiation-Induced Brain Injury in Mice via Inhibiting GBP5/NF-κB/NLRP3 Signal Axis.","Radiotherapy for head and neck tumors can lead to a severe complication known as radiation-induced brain injury (RIBI). However, the underlying mechanism of RIBI development remains unclear, and limited prevention and treatment options are available. Neuroactive steroids have shown potential in treating neurological disorders. 5α-Androst-3β, 5, 6β-triol (TRIOL), a synthetic neuroprotective steroid, holds promise as a treatment candidate for RIBI patients. However, the neuroprotective effects and underlying mechanism of TRIOL on RIBI treatment are yet to be elucidated. In the present study, our findings demonstrate TRIOL's potential as a neuroprotective agent against RIBI. In gamma knife irradiation mouse model, TRIOL treatment significantly reduced brain necrosis volume, microglial activation, and neuronal loss. RNA-sequencing, immunofluorescence, real-time quantitative polymerase chain reaction, siRNA transfection, and western blotting techniques revealed that TRIOL effectively decreased microglial activation, proinflammatory cytokine release, neuron loss, and guanylate-binding protein 5 (GBP5) expression, along with its downstream signaling pathways NF-κB and NLRP3 activation in vitro. In summary, TRIOL effectively alleviate RIBI by inhibiting the GBP5/NF-κB/NLRP3 signal axis, reducing microglia activation and pro-inflammation cytokines release, rescuing neuron loss. This study highlights the potential of TRIOL as a novel and promising therapy drug for RIBI treatment.",Molecular neurobiology,"['radiotherapy', 'head', 'neck', 'tumor', 'lead', 'severe', 'complication', 'know', 'radiation', 'induce', 'brain', 'injury', 'ribi', 'however', 'underlying', 'mechanism', 'ribi', 'development', 'remain', 'unclear', 'limited', 'prevention', 'treatment', 'option', 'available', 'neuroactive', 'steroid', 'show', 'potential', 'treat', 'neurological', 'disorder', '5α', 'androst', '3β', '5', '6β', 'triol', 'triol', 'synthetic', 'neuroprotective', 'steroid', 'hold', 'promise', 'treatment', 'candidate', 'ribi', 'patient', 'however', 'neuroprotective', 'effect', 'underlie', 'mechanism', 'triol', 'ribi', 'treatment', 'yet', 'elucidate', 'present', 'study', 'finding', 'demonstrate', 'triol', 'potential', 'neuroprotective', 'agent', 'ribi', 'gamma', 'knife', 'irradiation', 'mouse', 'model', 'triol', 'treatment', 'significantly', 'reduce', 'brain', 'necrosis', 'volume', 'microglial', 'activation', 'neuronal', 'loss', 'rna', 'sequence', 'immunofluorescence', 'real', 'time', 'quantitative', 'polymerase', 'chain', 'reaction', 'sirna', 'transfection', 'western', 'blot', 'technique', 'reveal', 'triol', 'effectively', 'decrease', 'microglial', 'activation', 'proinflammatory', 'cytokine', 'release', 'neuron', 'loss', 'guanylate', 'bind', 'protein', '5', 'gbp5', 'expression', 'along', 'downstream', 'signal', 'pathway', 'nf', 'κb', 'nlrp3', 'activation', 'vitro', 'summary', 'triol', 'effectively', 'alleviate', 'ribi', 'inhibit', 'gbp5', 'nf', 'κb', 'nlrp3', 'signal', 'axis', 'reduce', 'microglia', 'activation', 'pro', 'inflammation', 'cytokine', 'release', 'rescue', 'neuron', 'loss', 'study', 'highlight', 'potential', 'triol', 'novel', 'promise', 'therapy', 'drug', 'ribi', 'treatment']"
Targets for protection and mitigation of radiation injury.,"Protection of normal tissues against toxic effects of ionizing radiation is a critical issue in clinical and environmental radiobiology. Investigations in recent decades have suggested potential targets that are involved in the protection against radiation-induced damages to normal tissues and can be proposed for mitigation of radiation injury. Emerging evidences have been shown to be in contrast to an old dogma in radiation biology; a major amount of reactive oxygen species (ROS) production and cell toxicity occur during some hours to years after exposure to ionizing radiation. This can be attributed to upregulation of inflammatory and fibrosis mediators, epigenetic changes and disruption of the normal metabolism of oxygen. In the current review, we explain the cellular and molecular changes following exposure of normal tissues to ionizing radiation. Furthermore, we review potential targets that can be proposed for protection and mitigation of radiation toxicity.",Cellular and molecular life sciences : CMLS,"['protection', 'normal', 'tissue', 'toxic', 'effect', 'ionize', 'radiation', 'critical', 'issue', 'clinical', 'environmental', 'radiobiology', 'investigation', 'recent', 'decade', 'suggest', 'potential', 'target', 'involve', 'protection', 'radiation', 'induce', 'damage', 'normal', 'tissue', 'propose', 'mitigation', 'radiation', 'injury', 'emerge', 'evidence', 'show', 'contrast', 'old', 'dogma', 'radiation', 'biology', 'major', 'amount', 'reactive', 'oxygen', 'species', 'ros', 'production', 'cell', 'toxicity', 'occur', 'hour', 'year', 'exposure', 'ionize', 'radiation', 'attribute', 'upregulation', 'inflammatory', 'fibrosis', 'mediator', 'epigenetic', 'change', 'disruption', 'normal', 'metabolism', 'oxygen', 'current', 'review', 'explain', 'cellular', 'molecular', 'change', 'follow', 'exposure', 'normal', 'tissue', 'ionize', 'radiation', 'furthermore', 'review', 'potential', 'target', 'propose', 'protection', 'mitigation', 'radiation', 'toxicity']"
Epigenetic responses to heat: From adaptation to maladaptation.,"What is the topic of this review? This review outlines the history of research on epigenetic adaptations to heat exposure. The perspective taken is that adaptations reflect properties of hormesis, whereby low, repeated doses of heat induce adaptation (acclimation/acclimatization); whereas brief, life-threatening exposures can induce maladaptive responses. What advances does it highlight? The epigenetic mechanisms underlying acclimation/acclimatization comprise specific molecular programmes on histones that regulate heat shock proteins transcriptionally and protect the organism from subsequent heat exposures, even after long delays. The epigenetic signalling underlying maladaptive responses might rely, in part, on extensive changes in DNA methylation that are sustained over time and might contribute to later health challenges.",Experimental physiology,"['topic', 'review', 'review', 'outline', 'history', 'research', 'epigenetic', 'adaptation', 'heat', 'exposure', 'perspective', 'take', 'adaptation', 'reflect', 'property', 'hormesis', 'whereby', 'low', 'repeat', 'dose', 'heat', 'induce', 'adaptation', 'acclimation', 'acclimatization', 'whereas', 'brief', 'life', 'threaten', 'exposure', 'induce', 'maladaptive', 'response', 'advance', 'highlight', 'epigenetic', 'mechanism', 'underlie', 'acclimation', 'acclimatization', 'comprise', 'specific', 'molecular', 'programme', 'histone', 'regulate', 'heat', 'shock', 'protein', 'transcriptionally', 'protect', 'organism', 'subsequent', 'heat', 'exposure', 'even', 'long', 'delay', 'epigenetic', 'signal', 'underlie', 'maladaptive', 'response', 'might', 'rely', 'part', 'extensive', 'change', 'dna', 'methylation', 'sustain', 'time', 'might', 'contribute', 'late', 'health', 'challenge']"
Traumatic stress and human DNA methylation: a critical review.,"Animal studies have identified persistent and functional effects of traumatic stress on the epigenome. This review discusses the clinical evidence for trauma-induced changes in DNA methylation across the life span in humans. Studies are reviewed based on reports of trauma exposure during the prenatal period (13 studies), early life (20 studies), and adulthood (ten studies). Even though it is apparent that traumatic stress influences the human epigenome, there are significant drawbacks in the existing human literature. These include a lack of longitudinal studies, methodological heterogeneity, selection of tissue type, and the influence of developmental stage and trauma type on methylation outcomes. These issues are discussed in order to present a way in which future studies can gain more insight into the functional relevance of trauma-related DNA methylation changes. Epigenetic studies investigating the detrimental effects of traumatic stress have great potential for an improved detection and treatment of trauma-related psychiatric disorders.",Epigenomics,"['animal', 'study', 'identify', 'persistent', 'functional', 'effect', 'traumatic', 'stress', 'epigenome', 'review', 'discuss', 'clinical', 'evidence', 'trauma', 'induce', 'change', 'dna', 'methylation', 'across', 'life', 'span', 'human', 'study', 'review', 'base', 'report', 'trauma', 'exposure', 'prenatal', 'period', '13', 'study', 'early', 'life', '20', 'study', 'adulthood', 'ten', 'study', 'even', 'though', 'apparent', 'traumatic', 'stress', 'influence', 'human', 'epigenome', 'significant', 'drawback', 'exist', 'human', 'literature', 'include', 'lack', 'longitudinal', 'study', 'methodological', 'heterogeneity', 'selection', 'tissue', 'type', 'influence', 'developmental', 'stage', 'trauma', 'type', 'methylation', 'outcome', 'issue', 'discuss', 'order', 'present', 'way', 'future', 'study', 'gain', 'insight', 'functional', 'relevance', 'trauma', 'relate', 'dna', 'methylation', 'change', 'epigenetic', 'study', 'investigate', 'detrimental', 'effect', 'traumatic', 'stress', 'great', 'potential', 'improve', 'detection', 'treatment', 'trauma', 'relate', 'psychiatric', 'disorder']"
[Psychological trauma as risk for delayed psychiatric disorders: epigenetic mechanisms].,"Psychological trauma is considered to be a risk factor for the development of a number of psychiatric disorders. Although 40-90% of the population is exposed to a traumatic event in their lifetime, only a small fraction of individuals will develop a disorder. In recent years, numerous studies described epigenetic changes, such as DNA methylation, histone modifications and non-coding RNA as potential biological mechanisms by which the environment can have long-term effects on an organism.",Der Nervenarzt,"['psychological', 'trauma', 'consider', 'risk', 'factor', 'development', 'number', 'psychiatric', 'disorder', 'although', '40', '90', 'population', 'expose', 'traumatic', 'event', 'lifetime', 'small', 'fraction', 'individual', 'develop', 'disorder', 'recent', 'year', 'numerous', 'study', 'describe', 'epigenetic', 'change', 'dna', 'methylation', 'histone', 'modification', 'non', 'code', 'rna', 'potential', 'biological', 'mechanism', 'environment', 'long', 'term', 'effect', 'organism']"
Current updates in precision and personalized medicine in sepsis and trauma.,"Precision and personalized medicine remain an elusive but illustrious goal in the realm of critical care, particularly in the areas of trauma and sepsis. These aims specifically refer to data gathering, interpretation, and treatment application on an individualized basis in the clinical care of patients. Until now, personalized medicine has mainly remained focused on genetics and epigenetic phenomena and has propelled clinical care forward, especially in the field of oncology. Advances in technology and methodology continue to proliferate in early-phase research, and some of these advancements are well poised to break into the clinical sphere of critical care. Here, we describe 2 topics at the forefront of investigation with potent and imminent potential for clinical application.",Surgery,"['precision', 'personalize', 'medicine', 'remain', 'elusive', 'illustrious', 'goal', 'realm', 'critical', 'care', 'particularly', 'area', 'trauma', 'sepsis', 'aims', 'specifically', 'refer', 'datum', 'gather', 'interpretation', 'treatment', 'application', 'individualized', 'basis', 'clinical', 'care', 'patient', 'personalize', 'medicine', 'mainly', 'remain', 'focused', 'genetic', 'epigenetic', 'phenomenon', 'propel', 'clinical', 'care', 'forward', 'especially', 'field', 'oncology', 'advance', 'technology', 'methodology', 'continue', 'proliferate', 'early', 'phase', 'research', 'advancement', 'well', 'poise', 'break', 'clinical', 'sphere', 'critical', 'care', 'describe', '2', 'topic', 'forefront', 'investigation', 'potent', 'imminent', 'potential', 'clinical', 'application']"
Epigenetic Regulation of Axon Regeneration after Neural Injury.,"When peripheral axons are damaged, neuronal injury signaling pathways induce transcriptional changes that support axon regeneration and consequent functional recovery. The recent development of bioinformatics techniques has allowed for the identification of many of the regeneration-associated genes that are regulated by neural injury, yet it remains unclear how global changes in transcriptome are coordinated. In this article, we review recent studies on the epigenetic mechanisms orchestrating changes in gene expression in response to nerve injury. We highlight the importance of epigenetic mechanisms in discriminating efficient axon regeneration in the peripheral nervous system and very limited axon regrowth in the central nervous system and discuss the therapeutic potential of targeting epigenetic regulators to improve neural recovery.",Molecules and cells,"['peripheral', 'axon', 'damage', 'neuronal', 'injury', 'signal', 'pathway', 'induce', 'transcriptional', 'change', 'support', 'axon', 'regeneration', 'consequent', 'functional', 'recovery', 'recent', 'development', 'bioinformatics', 'technique', 'allow', 'identification', 'many', 'regeneration', 'associate', 'gene', 'regulate', 'neural', 'injury', 'yet', 'remain', 'unclear', 'global', 'change', 'transcriptome', 'coordinated', 'article', 'review', 'recent', 'study', 'epigenetic', 'mechanism', 'orchestrate', 'change', 'gene', 'expression', 'response', 'nerve', 'injury', 'highlight', 'importance', 'epigenetic', 'mechanism', 'discriminate', 'efficient', 'axon', 'regeneration', 'peripheral', 'nervous', 'system', 'limit', 'axon', 'regrowth', 'central', 'nervous', 'system', 'discuss', 'therapeutic', 'potential', 'target', 'epigenetic', 'regulator', 'improve', 'neural', 'recovery']"
"You Are What Your Mother Endured: Intergenerational Epigenetics, Early Caregiving, and the Temporal Embedding of Adversity.","Environmental epigenetics has become a site of growing attention related to the intergenerational effects of stress, trauma, and adversity. This article draws on a multi-sited ethnography of epigenetic knowledge production in the United States and Canada to document how scientists conceptualize, model, and measure these experiences and their effects on children's neurodevelopmental and behavioral health. We find that scientists' efforts to identify the molecular effects of stress, trauma, and adversity results in a temporal focus on the mother-child dyad during early life. This has the effect of biologizing early childhood adversity, positioning it as a consequence of caregiving, and producing epigenetic findings that often align with individually oriented interventions rather than social and structural change. Our analysis suggests that epigenetic models of stress, trauma, and adversity therefore situate histories of oppression, inequality, and subjugation in discrete and gendered family relations, resulting in the temporal embedding of adversity during early life.",Medical anthropology quarterly,"['environmental', 'epigenetic', 'become', 'site', 'grow', 'attention', 'relate', 'intergenerational', 'effect', 'stress', 'trauma', 'adversity', 'article', 'draw', 'multi', 'site', 'ethnography', 'epigenetic', 'knowledge', 'production', 'united', 'states', 'canada', 'document', 'scientist', 'conceptualize', 'model', 'measure', 'experience', 'effect', 'children', 'neurodevelopmental', 'behavioral', 'health', 'find', 'scientist', 'effort', 'identify', 'molecular', 'effect', 'stress', 'trauma', 'adversity', 'result', 'temporal', 'focus', 'mother', 'child', 'dyad', 'early', 'life', 'effect', 'biologize', 'early', 'childhood', 'adversity', 'position', 'consequence', 'caregive', 'produce', 'epigenetic', 'finding', 'often', 'align', 'individually', 'orient', 'intervention', 'rather', 'social', 'structural', 'change', 'analysis', 'suggest', 'epigenetic', 'model', 'stress', 'trauma', 'adversity', 'therefore', 'situate', 'history', 'oppression', 'inequality', 'subjugation', 'discrete', 'gendere', 'family', 'relation', 'result', 'temporal', 'embed', 'adversity', 'early', 'life']"
[DNA methylation in experimental ischemic brain injury].,"The enrichment of angioneurology with fundamental advances leads to the understanding of new important facets in the pathogenesis of cerebral ischemia. The knowledge of epigenetic mechanisms in the development of stroke, in particular, DNA methylation, which makes a significant contribution to the development and formation of cerebral damage, is becoming more and more relevant. This review reflects an analysis of animal studies proving the relationship of DNA methylation with cerebral ischemia. As a result of the search work, 282 articles from the PubMed database were selected for keywords that corresponded to this topic. Of these publications, 8 studies were devoted to genome-wide DNA methylation, and 6 published the results of DNA methylation of candidate genes in experimental cerebral ischemia. The results have demonstrated that brain DNA methylation in animals is associated with the development of ischemic stroke and may play a role in several pathogenetic mechanisms. In two studies, a decrease in the level of DNA methylation in 2 genes in ischemic brain tissues of laboratory animals was found, at the same time, in four studies, 8 genes, in which methylation increased after ischemic stroke, were reported. These data suggest that the assessment of the level of DNA methylation in stroke is a promising biomarker for the search and improvement of pharmacological and non-pharmacological methods for limiting brain damage in ischemic and reperfusion injury at the stages of preclinical and clinical studies.",Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,"['enrichment', 'angioneurology', 'fundamental', 'advance', 'lead', 'understand', 'new', 'important', 'facet', 'pathogenesis', 'cerebral', 'ischemia', 'knowledge', 'epigenetic', 'mechanism', 'development', 'stroke', 'particular', 'dna', 'methylation', 'make', 'significant', 'contribution', 'development', 'formation', 'cerebral', 'damage', 'become', 'relevant', 'review', 'reflect', 'analysis', 'animal', 'study', 'prove', 'relationship', 'dna', 'methylation', 'cerebral', 'ischemia', 'result', 'search', 'work', '282', 'article', 'pubme', 'database', 'select', 'keyword', 'correspond', 'topic', 'publication', '8', 'study', 'devote', 'genome', 'wide', 'dna', 'methylation', '6', 'publish', 'result', 'dna', 'methylation', 'candidate', 'gene', 'experimental', 'cerebral', 'ischemia', 'result', 'demonstrate', 'brain', 'dna', 'methylation', 'animal', 'associate', 'development', 'ischemic', 'stroke', 'may', 'play', 'role', 'several', 'pathogenetic', 'mechanism', 'two', 'study', 'decrease', 'level', 'dna', 'methylation', '2', 'gene', 'ischemic', 'brain', 'tissue', 'laboratory', 'animal', 'find', 'time', 'four', 'study', '8', 'gene', 'methylation', 'increase', 'ischemic', 'stroke', 'report', 'datum', 'suggest', 'assessment', 'level', 'dna', 'methylation', 'stroke', 'promise', 'biomarker', 'search', 'improvement', 'pharmacological', 'non', 'pharmacological', 'method', 'limit', 'brain', 'damage', 'ischemic', 'reperfusion', 'injury', 'stage', 'preclinical', 'clinical', 'study']"
Disordered APP metabolism and neurovasculature in trauma and aging: Combined risks for chronic neurodegenerative disorders.,"Traumatic brain injury (TBI), advanced age, and cerebral vascular disease are factors conferring increased risk for late onset Alzheimer's disease (AD). These conditions are also related pathologically through multiple interacting mechanisms. The hallmark pathology of AD consists of pathological aggregates of amyloid-β (Aβ) peptides and tau proteins. These molecules are also involved in neuropathology of several other chronic neurodegenerative diseases, and are under intense investigation in the aftermath of TBI as potential contributors to the risk for developing AD and chronic traumatic encephalopathy (CTE). The pathology of TBI is complex and dependent on injury severity, age-at-injury, and length of time between injury and neuropathological evaluation. In addition, the mechanisms influencing pathology and recovery after TBI likely involve genetic/epigenetic factors as well as additional disorders or comorbid states related to age and central and peripheral vascular health. In this regard, dysfunction of the aging neurovascular system could be an important link between TBI and chronic neurodegenerative diseases, either as a precipitating event or related to accumulation of AD-like pathology which is amplified in the context of aging. Thus with advanced age and vascular dysfunction, TBI can trigger self-propagating cycles of neuronal injury, pathological protein aggregation, and synaptic loss resulting in chronic neurodegenerative disease. In this review we discuss evidence supporting TBI and aging as dual, interacting risk factors for AD, and the role of Aβ and cerebral vascular dysfunction in this relationship. Evidence is discussed that Aβ is involved in cyto- and synapto-toxicity after severe TBI, and that its chronic effects are potentiated by aging and impaired cerebral vascular function. From a therapeutic perspective, we emphasize that in the fields of TBI- and aging-related neurodegeneration protective strategies should include preservation of neurovascular function.",Ageing research reviews,"['traumatic', 'brain', 'injury', 'tbi', 'advanced', 'age', 'cerebral', 'vascular', 'disease', 'factor', 'confer', 'increase', 'risk', 'late', 'onset', 'alzheimer', 'disease', 'ad', 'condition', 'also', 'relate', 'pathologically', 'multiple', 'interact', 'mechanism', 'hallmark', 'pathology', 'ad', 'consist', 'pathological', 'aggregate', 'amyloid', 'β', 'aβ', 'peptide', 'tau', 'protein', 'molecule', 'also', 'involve', 'neuropathology', 'several', 'chronic', 'neurodegenerative', 'disease', 'intense', 'investigation', 'aftermath', 'tbi', 'potential', 'contributor', 'risk', 'develop', 'ad', 'chronic', 'traumatic', 'encephalopathy', 'cte', 'pathology', 'tbi', 'complex', 'dependent', 'injury', 'severity', 'age', 'injury', 'length', 'time', 'injury', 'neuropathological', 'evaluation', 'addition', 'mechanism', 'influence', 'pathology', 'recovery', 'tbi', 'likely', 'involve', 'genetic', 'epigenetic', 'factor', 'well', 'additional', 'disorder', 'comorbid', 'state', 'relate', 'age', 'central', 'peripheral', 'vascular', 'health', 'regard', 'dysfunction', 'age', 'neurovascular', 'system', 'could', 'important', 'link', 'tbi', 'chronic', 'neurodegenerative', 'disease', 'either', 'precipitate', 'event', 'relate', 'accumulation', 'ad', 'like', 'pathology', 'amplify', 'context', 'age', 'thus', 'advanced', 'age', 'vascular', 'dysfunction', 'tbi', 'trigger', 'self', 'propagate', 'cycle', 'neuronal', 'injury', 'pathological', 'protein', 'aggregation', 'synaptic', 'loss', 'result', 'chronic', 'neurodegenerative', 'disease', 'review', 'discuss', 'evidence', 'support', 'tbi', 'age', 'dual', 'interact', 'risk', 'factor', 'ad', 'role', 'aβ', 'cerebral', 'vascular', 'dysfunction', 'relationship', 'evidence', 'discuss', 'aβ', 'involve', 'cyto', 'synapto', 'toxicity', 'severe', 'tbi', 'chronic', 'effect', 'potentiate', 'age', 'impair', 'cerebral', 'vascular', 'function', 'therapeutic', 'perspective', 'emphasize', 'field', 'tbi', 'age', 'relate', 'neurodegeneration', 'protective', 'strategy', 'include', 'preservation', 'neurovascular', 'function']"
Photocarcinogenesis: an overview.,"Photocarcinogenesis represents the sum of a complex of simultaneous and sequential biochemical events that ultimately lead to the occurrence of skin cancer. These events, initiated by UV radiation of appropriate wavelength, include the formation of DNA photoproducts: DNA repair; mutation of proto-oncogenes and tumor suppressor genes; UV-production of radical species with subsequent effects on mutation and extra-nuclear function; and other epigenetic events that influence the course of carcinogenesis. The epigenetic influences may include immunological responses, antioxidant defenses, and dietary factors. This review represents an effort to provide current research results in the aforementioned areas and an attempt to meld these events into a comprehensive overview of photocarcinogenesis. If effective prevention and intervention strategies for skin cancer are to developed, a more thorough understanding of the disease process is imperative.","Journal of photochemistry and photobiology. B, Biology","['photocarcinogenesis', 'represent', 'sum', 'complex', 'simultaneous', 'sequential', 'biochemical', 'event', 'ultimately', 'lead', 'occurrence', 'skin', 'cancer', 'event', 'initiate', 'uv', 'radiation', 'appropriate', 'wavelength', 'include', 'formation', 'dna', 'photoproduct', 'dna', 'repair', 'mutation', 'proto', 'oncogene', 'tumor', 'suppressor', 'gene', 'uv', 'production', 'radical', 'specie', 'subsequent', 'effect', 'mutation', 'extra', 'nuclear', 'function', 'epigenetic', 'event', 'influence', 'course', 'carcinogenesis', 'epigenetic', 'influence', 'may', 'include', 'immunological', 'response', 'antioxidant', 'defense', 'dietary', 'factor', 'review', 'represent', 'effort', 'provide', 'current', 'research', 'result', 'aforementioned', 'area', 'attempt', 'meld', 'event', 'comprehensive', 'overview', 'photocarcinogenesis', 'effective', 'prevention', 'intervention', 'strategy', 'skin', 'cancer', 'develop', 'thorough', 'understanding', 'disease', 'process', 'imperative']"
